"parent_code","parent_total_weight","item_code","item_weight","weight_within_parent_index"
"iOTHERRAWMAT",0.0786095970730806,"COTTON_A_INDX",1.94053073428689,24.6856720621892
"iOTHERRAWMAT",0.0786095970730806,"INFERRED_RUBBER",3.66800347474644,46.661013557116
"INFERRED_RUBBER",0.0366800347474644,"RUBBER_TSR20",1.83400173737322,50
"INFERRED_RUBBER",0.0366800347474644,"RUBBER1_MYSG",1.83400173737322,50
"iTIMBER",0.0859659507570978,"INFERRED_LOGS",1.89649760888337,22.0610322131148
"iTIMBER",0.0859659507570978,"INFERRED_SWOOD",6.70009746682641,77.9389677868852
"INFERRED_LOGS",0.0189649760888337,"LOGS_CMR",0.948248804441687,50
"INFERRED_LOGS",0.0189649760888337,"LOGS_MYS",0.948248804441687,50
"INFERRED_SWOOD",0.0670009746682641,"SAWNWD_CMR",3.3500487334132,50
"INFERRED_SWOOD",0.0670009746682641,"SAWNWD_MYS",3.3500487334132,50
"Unknown/None",NA,"PLYWOOD",NA,NA
"iOTHERRAWMAT",0.0786095970730806,"TOBAC_US",2.25242549827472,28.6533143806948
"iNONFUEL",33,"iMETMIN",10.4286933508729,0.316021010632513
NA,NA,"iPRECIOUSMET",NA,NA
"iMETMIN",0.316021010632513,"iBASEMET",25.6414946129744,81.1385754436174
"iMETMIN",0.316021010632513,"IRON_ORE",5.9606064502769,18.8614245563825
"iBASEMET",0.256414946129744,"ALUMINUM",8.4313467610788,32.881650965902
"iBASEMET",0.256414946129744,"COPPER",12.1446054428846,47.363094960695
"iBASEMET",0.256414946129744,"LEAD",0.5674225120346,2.21290732306801
"iBASEMET",0.256414946129744,"NICKEL",2.54800352648757,9.9370320059202
"iBASEMET",0.256414946129744,"Tin",0.662909554983474,2.58529997954194
"iBASEMET",0.256414946129744,"Zinc",1.28720681550544,5.02001476487304
"iFERTILIZERS",0.0358728247654476,"PHOSROCK",0.604711805888795,16.8571003215573
"iFERTILIZERS",0.0358728247654476,"DAP",0.777379446832934,21.6704274591083
"iFERTILIZERS",0.0358728247654476,"POTASH",0.722009647983836,20.1269248436569
"iFERTILIZERS",0.0358728247654476,"UREA_EE_BULK",1.48318157583919,41.3455473756776
"Unknown/None",NA,"TSP",NA,NA
"iPRECIOUSMET",1,"GOLD",77.7890155002636,77.7890155002636
"iPRECIOUSMET",1,"SILVER",18.9315492362738,18.9315492362738
"iPRECIOUSMET",1,"PLATINUM",3.27943526346256,3.27943526346256
